Metadata_sample_name,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_MaxFeretDiameter,AreaShape_FilledArea,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_MeanIntensity_LMX,Intensity_MeanIntensity_TH,Intensity_MaxIntensity_LMX,Intensity_MaxIntensity_TH,Intensity_MinIntensity_LMX,Intensity_MinIntensity_TH,Location_Center_X,Location_Center_Y,CellName,cell_type
S2,1,592,728,611,0.520137149854251,27.4546500703108,1,0.813186813186813,30.8058436014987,29.7543739633975,25.4126975652097,0.955327673258476,89.3553390593274,0.968903436988543,0.21199325,0.06507733,0.321428567171097,0.205714285373688,0.0816326513886452,0.011428571306169,425.125,237.869932432432,S2-LMX-1,LMX+
S2,2,674,918,695,0.719831422795622,29.2944269981766,1,0.734204793028322,36.2491379207837,35.3203572767944,24.5175878480043,-0.452691939926305,97.4974746830583,0.969784172661871,0.25890186,0.04845282,0.397959172725678,0.222857147455215,0.0816326513886452,0.00571428565308452,229.903560830861,229.669139465875,S2-LMX-2,LMX+
S2,3,393,567,406,0.81889027154639,22.3692454294042,1,0.693121693121693,29.9666481275434,29.6101889504626,16.9947710607261,0.513142547274983,75.5979797464467,0.967980295566502,0.25268736,0.0070374277,0.372448980808258,0.0514285713434219,0.107142858207226,-0.00571428565308452,37.9312977099237,344.75572519084,S2-LMX-3,LMX+
S2,4,348,462,362,0.625672107369052,21.049640414217,1,0.753246753246753,24.6981780704569,23.8616541670974,18.6141461251394,-0.769135155874428,68.5269119345812,0.961325966850829,0.23333041,0.10136279,0.428571432828903,0.47428572177887,0.122448980808258,0.0228571426123381,350.979885057471,346.761494252874,S2-LMX-4,LMX+
S2,5,478,608,496,0.796958778670497,24.6699919412919,1,0.786184210526316,32.2490309931942,31.7663881107692,19.1879687979931,0.0847236574519823,83.3553390593274,0.963709677419355,0.2528072,0.0032994663,0.367346942424774,0.0571428574621677,0.13775509595871,-0.00571428565308452,142.757322175732,425.926778242678,S2-LMX-5,LMX+
S2,6,268,360,280,0.612387019496675,18.4723630862168,1,0.744444444444445,21.9317121994613,20.804020429239,16.44678724285,0.633796564417876,59.698484809835,0.957142857142857,0.2075274,0.0522388,0.341836720705032,0.125714287161827,0.061224490404129,0.0171428564935923,264.440298507463,238.208955223881,S2-LMX-6,LMX+
S2,7,296,380,309,0.596120139810265,19.4133692398205,1,0.778947368421053,22.8254244210267,21.6688022974009,17.3977783897334,0.983586111274694,62.2842712474619,0.957928802588997,0.28440422,0.068397686,0.413265317678452,0.222857147455215,0.117346942424774,0.011428571306169,240.402027027027,334.439189189189,S2-LMX-7,LMX+
S2,8,260,342,274,0.532101040615403,18.1945673658689,1,0.760233918128655,21.0237960416286,19.8462585911758,16.8034473372992,0.295667768995774,58.8700576850888,0.948905109489051,0.32916012,0.055208765,0.525510191917419,0.177142858505249,0.13775509595871,0.011428571306169,235.596153846154,385.315384615385,S2-LMX-8,LMX+
S2,9,357,437,368,0.589412935569189,21.3200965633473,1,0.816933638443936,24.3515913237718,23.7882531778183,19.216909949691,0.012182225553815,68.2842712474619,0.970108695652174,0.22328933,0.095014066,0.336734682321548,0.239999994635582,0.127551019191742,0.0171428564935923,245.56862745098,288.145658263305,S2-LMX-9,LMX+
S2,10,267,320,275,0.610597805632003,18.4378675134704,1,0.834375,21.1896201004171,20.8004764999618,16.4727471692546,-1.53947435408678,58.6274169979695,0.970909090909091,0.3036001,0.028849626,0.505102038383484,0.0971428602933884,0.153061226010323,0.00571428565308452,217.307116104869,300.820224719101,S2-LMX-10,LMX+
S2,11,281,352,292,0.684784431188973,18.915081603593,1,0.798295454545455,23.0867927612304,22.1630036011272,16.1511933838249,0.180365234035339,60.8700576850888,0.962328767123288,0.24041322,0.022206396,0.372448980808258,0.0685714259743691,0.122448980808258,0,145.23487544484,369.743772241993,S2-LMX-11,LMX+
S2,12,316,400,327,0.591909049691905,20.0585068271871,1,0.79,23.3238075793812,22.3934838414824,18.049254621314,0.796392238848306,65.1126983722081,0.966360856269113,0.33135813,0.15665457,0.469387769699097,0.342857152223587,0.132653057575226,0.011428571306169,330.518987341772,258.575949367089,S2-LMX-12,LMX+
S2,13,332,432,346,0.640571730348361,20.5600469078277,1,0.768518518518519,24.5153013442625,23.5383724675207,18.0750771089174,0.00285279744881013,67.1126983722081,0.959537572254335,0.22578065,0.017228898,0.301020413637161,0.0799999982118607,0.0969387739896774,-0.00571428565308452,31.7710843373494,322.756024096386,S2-LMX-13,LMX+
S2,14,533,713,553,0.699812877872178,26.0506559868239,1,0.747545582047686,32.280024783138,31.0232927639302,22.160751178071,0.162889895625263,86.4264068711929,0.963833634719711,0.15416184,0.014355386,0.265306115150452,0.0742857158184052,0.0663265287876129,0,120.677298311445,390.532833020638,S2-LMX-14,LMX+
S2,15,268,418,281,0.858260590624916,18.4723630862168,1,0.641148325358852,26.0768096208106,25.8452892651905,13.264168031306,0.636012357586376,63.9411254969543,0.953736654804271,0.3023912,0.02718547,0.443877547979355,0.108571425080299,0.122448980808258,0,110.529850746269,350.589552238806,S2-LMX-15,LMX+
S2,16,385,576,404,0.797664231267575,22.1403980253978,1,0.668402777777778,28.8444102037119,28.5465515440472,17.2164764541785,-0.814293562693386,75.0121933088198,0.952970297029703,0.27003717,0.07951021,0.413265317678452,0.331428557634354,0.107142858207226,0.011428571306169,414.485714285714,301.405194805195,S2-LMX-16,LMX+
S2,17,373,506,392,0.64774220230504,21.7926214620044,1,0.737154150197628,26.4007575648882,25.1094806843726,19.1298987331031,-0.788600862294369,72.5269119345812,0.951530612244898,0.21105765,0.066533886,0.326530605554581,0.239999994635582,0.117346942424774,0.011428571306169,279.648793565684,389.890080428954,S2-LMX-17,LMX+
S2,18,458,620,481,0.817138101167948,24.1483687127869,1,0.738709677419355,32.280024783138,31.8378231773568,18.3526569285763,0.242363728749836,82.7695526217005,0.952182952182952,0.16997148,0.072052404,0.321428567171097,0.205714285373688,0.0561224482953548,0.011428571306169,486.458515283843,244.624454148472,S2-LMX-18,LMX+
S2,19,361,486,379,0.785830367458063,21.4392041748147,1,0.742798353909465,27.6586333718787,27.3416975538122,16.9092569086337,-0.107522008950347,72.5269119345812,0.952506596306069,0.19341122,0.048357695,0.290816336870194,0.125714287161827,0.107142858207226,0.011428571306169,398.753462603878,284.659279778393,S2-LMX-19,LMX+
S2,20,429,650,445,0.822733810620495,23.3713449482777,1,0.66,30.8058436014987,31.0458228472848,17.6472790972449,0.793492633356749,79.840620433566,0.964044943820225,0.12456592,0.030183105,0.270408153533936,0.0742857158184052,0.0459183678030968,0.011428571306169,196.524475524476,244.065268065268,S2-LMX-20,LMX+
S2,21,299,384,313,0.781510400700169,19.5114997854038,1,0.778645833333333,25,24.7773366981428,15.4583874279367,-0.179445836596579,64.8700576850888,0.955271565495208,0.17944165,0.04233155,0.326530605554581,0.18857142329216,0.107142858207226,0.00571428565308452,371.046822742475,270.682274247492,S2-LMX-21,LMX+
S2,22,340,468,357,0.814116320451498,20.8062837914404,1,0.726495726495727,27.5136329843952,27.5043952167171,15.9718526687627,0.301488504393543,71.1126983722081,0.952380952380952,0.2060624,0.0131932665,0.301020413637161,0.0628571435809135,0.122448980808258,0,45.0058823529412,308.955882352941,S2-LMX-22,LMX+
S2,23,316,391,329,0.713624871640498,20.0585068271871,1,0.808184143222506,24.3515913237718,23.9868131006242,16.8034352999079,-0.171125935445522,65.4558441227157,0.96048632218845,0.22870387,0.071066916,0.341836720705032,0.468571424484253,0.117346942424774,0.00571428565308452,361.03164556962,296.408227848101,S2-LMX-23,LMX+
S2,24,200,255,209,0.73496297707824,15.9576912160573,1,0.784313725490196,20.2484567313166,19.4288231991502,13.1748255812426,0.572966804481299,51.7989898732233,0.956937799043062,0.25382665,0.028285705,0.454081624746323,0.0628571435809135,0.0969387739896774,0.011428571306169,71.805,335.105,S2-LMX-24,LMX+
S2,25,274,380,286,0.738204552147511,18.6779986951877,1,0.721052631578947,23.3238075793812,22.7794281437114,15.3664767837042,0.747195281951936,61.1126983722081,0.958041958041958,0.18726721,0.0071324366,0.36224490404129,0.0399999991059303,0.0765306130051613,0,34.6313868613139,378.536496350365,S2-LMX-25,LMX+
S2,26,348,460,362,0.651179509345355,21.049640414217,1,0.756521739130435,25.0798724079689,24.2433679403675,18.3988675229737,-0.50358263998516,69.3553390593274,0.961325966850829,0.21871321,0.08929398,0.295918375253677,0.325714290142059,0.142857149243355,0.00571428565308452,314.948275862069,338.051724137931,S2-LMX-26,LMX+
S2,27,251,352,266,0.816553810452089,17.8768880325555,1,0.713068181818182,23.7697286480094,23.6439749258908,13.6489414672935,0.374698859320667,60.2842712474619,0.943609022556391,0.24790633,0.03371655,0.36224490404129,0.159999996423721,0.158163264393806,0,317.796812749004,271.03187250996,S2-LMX-27,LMX+
S2,28,341,425,356,0.730605136645787,20.8368588024849,1,0.802352941176471,25.9615099714943,25.3336615286929,17.2978295515656,-1.51239881640853,69.698484809835,0.957865168539326,0.14170502,0.037704192,0.209183678030968,0.137142851948738,0.0816326513886452,0.00571428565308452,181.302052785924,333.149560117302,S2-LMX-28,LMX+
S2,29,368,494,379,0.681469704327554,21.646065519224,1,0.744939271255061,26.6833281282527,25.5003756141634,18.662356156134,-0.137457382760965,72.1837661840736,0.970976253298153,0.2135232,0.06465837,0.397959172725678,0.194285720586777,0.0816326513886452,0.011428571306169,340.649456521739,307.986413043478,S2-LMX-29,LMX+
S2,30,504,682,531,0.716206427858122,25.3320494738685,1,0.73900293255132,31.5753068076939,30.5115912309843,21.2936885113826,0.121248222049409,85.5979797464467,0.949152542372881,0.12042436,0.030963736,0.219387754797935,0.417142868041992,0.061224490404129,-0.00571428565308452,37.3670634920635,290.134920634921,S2-LMX-30,UNASSIGNED_LMX+
S2,31,460,594,476,0.607397837064975,24.2010369731996,1,0.774410774410774,28.2311884269862,27.1996946215816,21.6073776174286,0.310660944760034,78.7695526217005,0.966386554621849,0.13422804,0.0492174,0.397959172725678,0.165714278817177,0.061224490404129,0.00571428565308452,229.234782608696,256.065217391304,S2-LMX-31,LMX+
S2,32,148,182,156,0.427009589291178,13.7273250351554,1,0.813186813186813,15.2315462117278,14.5488765352074,13.1557793572567,-1.37514124873697,44.6274169979695,0.948717948717949,0.21149334,0.03162163,0.316326528787613,0.142857149243355,0.117346942424774,0,225.675675675676,315.560810810811,S2-LMX-32,LMX+
S2,33,334,441,349,0.64063846956714,20.6218817749871,1,0.757369614512472,24.6981780704569,23.5831172215569,18.1081234706976,0.780749595430273,67.1126983722081,0.95702005730659,0.07475864,0.025047055,0.326530605554581,0.302857130765915,0.0153061226010323,-0.00571428565308452,356.778443113772,498.910179640719,S2-LMX-33,UNASSIGNED_LMX+
S2,34,382,520,399,0.637478044514303,22.0539680350007,1,0.734615384615385,26.4764045897475,25.5884915453118,19.7151272506535,0.191805397331881,74.1837661840736,0.957393483709273,0.14920126,0.01002244,0.280612230300903,0.205714285373688,0.0459183678030968,-0.00571428565308452,118.091623036649,410.29057591623,S2-LMX-34,LMX+
S2,35,229,270,238,0.543924820494496,17.0754752714047,1,0.848148148148148,19.313207915828,18.6615296109856,15.6595230956212,0.0697863960949429,54.3847763108503,0.96218487394958,0.18458687,0.03316283,0.311224490404129,0.108571425080299,0.0867346972227097,0.00571428565308452,204.484716157205,429.021834061135,S2-LMX-35,LMX+
S2,36,270,360,287,0.773973775787399,18.5411616971131,1,0.75,24.0831891575846,23.3389329115028,14.7786242908331,-0.0674813970936952,63.1126983722081,0.940766550522648,0.16063868,0.075238094,0.25,0.222857147455215,0.0867346972227097,0.011428571306169,429.451851851852,267.888888888889,S2-LMX-36,LMX+
S2,37,323,400,337,0.437268467345764,20.2794569194902,1,0.8075,22.8254244210267,21.4569818208427,19.2969293939526,-0.991012539603897,65.4558441227157,0.958456973293769,0.14770646,0.14117643,0.255102038383484,0.348571419715881,0.0714285746216774,0.0399999991059303,276.362229102167,337.94427244582,S2-LMX-37,LMX+
S2,38,502,650,521,0.626706384263602,25.2817375086653,1,0.772307692307692,30,28.6925032137633,22.3587904528548,0.701032323887819,82.7695526217005,0.963531669865643,0.057789225,0.058383565,0.183673471212387,0.411428570747376,0.0204081628471613,0.011428571306169,310.691235059761,16.5059760956175,S2-LMX-38,UNASSIGNED_LMX+
S2,1,837,1120,868,0.45712233555789,32.6450838403477,1,0.747321428571429,35.9026461420325,34.7448929704696,30.9022408323454,0.0447146535256158,107.740115370178,0.964285714285714,0.19379233,0.20210253,0.469387769699097,0.394285708665848,0.0408163256943226,0.0342857129871845,344.606929510155,264.778972520908,S2-TH-1,TH+
S2,2,658,840,678,0.431050958955583,28.9446302521856,1,0.783333333333333,31.9530906173409,30.4793410675669,27.5023502201106,-0.331123352546785,93.8406204335659,0.970501474926254,0.02219943,0.2533999,0.244897961616516,0.47428572177887,0,0.0628571435809135,28.6656534954407,179.343465045593,S2-TH-2,TH+
S2,3,466,575,479,0.387200385780372,24.3583584801313,1,0.810434782608696,26.4007575648882,25.4174317117972,23.4347598546661,-1.37756652382978,77.9411254969543,0.97286012526096,0.014791557,0.24637634,0.0561224482953548,0.439999997615814,0,0.0514285713434219,433.751072961373,144.261802575107,S2-TH-3,TH+
S2,4,665,918,689,0.774115129256503,29.0981837448471,1,0.724400871459695,37.1618083521241,36.5959704381201,23.166890169872,-0.471608250823853,98.9116882454314,0.965166908563135,0.029622639,0.16372025,0.153061226010323,0.291428565979004,0.0102040814235806,0.0399999991059303,52.7052631578947,63.1112781954887,S2-TH-4,TH+
S2,5,360,460,373,0.59700669893666,21.4094893938333,1,0.782608695652174,25.0798724079689,23.9522268580882,19.2153446628986,-0.530963850090409,69.1126983722081,0.96514745308311,0.04003683,0.21979356,0.122448980808258,0.360000014305115,0.0153061226010323,0.0971428602933884,389.794444444444,212.636111111111,S2-TH-5,TH+
S2,6,507,648,525,0.527798973865937,25.4073306189518,1,0.782407407407407,28.7923600977759,27.6064463008156,23.4480685453599,-1.25359734210962,82.1837661840736,0.965714285714286,0.18516289,0.15806136,0.846938788890839,0.274285703897476,0.0459183678030968,0.0571428574621677,253.907297830375,298.901380670611,S2-TH-6,TH+
S2,7,560,784,587,0.620167504112715,26.7023247124982,1,0.714285714285714,31.9061122670876,30.7013853767493,24.0842979000028,-0.857701887774661,89.840620433566,0.954003407155026,0.046027794,0.20520438,0.219387754797935,0.405714273452759,0.00510204071179032,0.0742857158184052,398.319642857143,159.8375,S2-TH-7,TH+
S2,8,549,728,571,0.363861000531026,26.4387690723226,1,0.754120879120879,28.6356421265527,27.4169225375963,25.5375818286556,-1.28613818571484,85.8406204335659,0.961471103327496,0.047842152,0.089450754,0.188775509595871,0.171428576111794,0.0204081628471613,0.0342857129871845,38.4335154826958,224.085610200364,S2-TH-8,UNASSIGNED_TH+
S2,9,255,340,267,0.654999819592898,18.0187703217358,1,0.75,21.9317121994613,20.7276593061925,15.6624211691488,0.54675286605209,58.2842712474619,0.955056179775281,0.04451778,0.23229122,0.178571432828903,0.348571419715881,0.0153061226010323,0.0514285713434219,388.054901960784,397.094117647059,S2-TH-9,TH+
S2,10,341,420,352,0.522126816299357,20.8368588024849,1,0.811904761904762,23.8537208837531,22.6022913994208,19.2767679112328,0.801239344502313,66.8700576850888,0.96875,0.030537438,0.1595475,0.061224490404129,0.251428574323654,0.0153061226010323,0.0914285704493523,254.293255131965,40.5865102639296,S2-TH-10,TH+
S2,11,523,690,539,0.654080529808209,25.8051212339041,1,0.757971014492754,31.0483493925201,29.9857090031528,22.6819375522627,0.202047173268078,85.0121933088198,0.970315398886827,0.038562886,0.14904109,0.168367341160774,0.308571428060532,0.0102040814235806,0.0342857129871845,328.14913957935,132.795411089866,S2-TH-11,TH+
S2,12,810,1035,839,0.862882235572928,32.1142340907499,1,0.782608695652174,45.2769256906871,45.2150069223916,22.8518920724581,-0.0323767600790497,113.254833995939,0.965435041716329,0.032489516,0.06411298,0.158163264393806,0.154285714030266,0.00510204071179032,0.00571428565308452,362.308641975309,464.604938271605,S2-TH-12,UNASSIGNED_TH+
S2,13,263,357,278,0.691622976873397,18.2992349639363,1,0.736694677871149,22.1359436211787,21.8737643412132,15.7985170232297,-1.37282101329665,60.8700576850888,0.946043165467626,0.03024371,0.25310162,0.0561224482953548,0.445714294910431,0.0153061226010323,0.0685714259743691,365.330798479087,90.2813688212928,S2-TH-13,TH+
S2,14,303,400,315,0.511721737712724,19.6415778911663,1,0.7575,21.9544984001001,21.2183821291206,18.2297994400027,-0.851482566019114,63.1126983722081,0.961904761904762,0.00979997,0.13817997,0.0663265287876129,0.302857130765915,0,0.0399999991059303,204.653465346535,177.023102310231,S2-TH-14,TH+
S2,15,542,690,561,0.664122512864225,26.269675164464,1,0.785507246376812,31.0483493925201,30.4258809619329,22.7471115543645,-0.128608531863965,86.1837661840736,0.966131907308378,0.02723291,0.09763851,0.0867346972227097,0.194285720586777,0,0.0171428564935923,67.0221402214022,205.439114391144,S2-TH-15,UNASSIGNED_TH+
S2,16,539,784,576,0.683395664630804,26.1968722295669,1,0.6875,31.0644491340181,30.8768095396662,22.5415590409398,0.721010610351568,89.254833995939,0.935763888888889,0.034625776,0.113734566,0.132653057575226,0.217142850160599,0.0102040814235806,0.0457142852246761,372.530612244898,72.2319109461967,S2-TH-16,TH+
S2,17,354,456,366,0.560396031323747,21.2303273370018,1,0.776315789473684,24.5153013442625,23.4126371025792,19.3909262399422,-0.219961478179157,68.5269119345812,0.967213114754098,0.10914629,0.18694112,0.188775509595871,0.400000005960465,0.0561224482953548,0.0514285713434219,286.790960451977,340.5,S2-TH-17,TH+
S2,18,305,399,321,0.533354791396961,19.7062949623775,1,0.764411027568922,22.4722050542442,21.4745507772455,18.1651429736029,0.498920067475657,64.2842712474619,0.950155763239875,0.14379388,0.18310069,0.265306115150452,0.37714284658432,0.0459183678030968,0.0628571435809135,313.780327868852,350.711475409836,S2-TH-18,TH+
S2,19,370,475,385,0.639249372275945,21.704806646271,1,0.778947368421053,25.4950975679639,24.9156535220785,19.1601252471739,0.0568872150723911,71.698484809835,0.961038961038961,0.1040403,0.13959815,0.596938788890839,0.257142871618271,0.0306122452020645,0.0571428574621677,465.6,237.959459459459,S2-TH-19,TH+
S2,20,214,270,224,0.655243072369927,16.5067641460501,1,0.792592592592593,20.1246117974981,19.0449801921515,14.3869228811758,-0.473113061650768,53.2132034355964,0.955357142857143,0.012159074,0.18082772,0.0357142873108387,0.291428565979004,-0.00510204071179032,0.0571428574621677,241.38785046729,79.2990654205608,S2-TH-20,TH+
S2,21,313,414,327,0.642056322426802,19.9630653333126,1,0.756038647342995,24.0416305603426,22.8774460789297,17.5391649686069,0.158465528674903,65.1126983722081,0.957186544342508,0.037474733,0.12494723,0.0765306130051613,0.365714281797409,0.0204081628471613,0.0457142852246761,108.405750798722,134.05750798722,S2-TH-21,TH+
S2,22,371,460,383,0.465101100377788,21.7341176746779,1,0.806521739130435,24.0416305603426,23.1386401424583,20.4836563611046,1.52907450971476,69.698484809835,0.968668407310705,0.021040788,0.13780497,0.0714285746216774,0.417142868041992,0,0.0514285713434219,254.89218328841,65.7978436657682,S2-TH-22,TH+
S2,23,280,361,288,0.707859733984748,18.8813948776526,1,0.775623268698061,23.6008474424119,22.5289040644976,15.9133595530582,0.791760325530088,60.8700576850888,0.972222222222222,0.023906736,0.20134695,0.11224489659071,0.360000014305115,0,0.0799999982118607,405.639285714286,124.446428571429,S2-TH-23,TH+
S2,24,341,420,355,0.50944337402901,20.8368588024849,1,0.811904761904762,23.6008474424119,22.489382730572,19.3522079087915,0.874979883050481,67.4558441227157,0.96056338028169,0.024881849,0.08152488,0.0561224482953548,0.142857149243355,0.0102040814235806,0.0285714287310839,85.5102639296188,57.6011730205279,S2-TH-24,UNASSIGNED_TH+
S2,25,148,187,155,0.784595494545307,13.7273250351554,1,0.79144385026738,17.7200451466694,17.4323396207636,10.8081898812544,-1.36303215349807,44.3847763108502,0.954838709677419,0.007273853,0.16370657,0.0255102049559355,0.274285703897476,-0.00510204071179032,0.0457142852246761,138.074324324324,44.9324324324324,S2-TH-25,TH+
S2,26,379,500,391,0.707374762273241,21.9671979882421,1,0.758,26.9258240356725,26.1341599159288,18.4726355813974,-0.476522384201879,71.3553390593274,0.969309462915601,0.08662702,0.07010932,0.209183678030968,0.142857149243355,0.0459183678030968,0.0228571426123381,140.839050131926,350.35092348285,S2-TH-26,UNASSIGNED_TH+
S1,1,1208,1519,1245,0.781789165792158,39.2182785195893,1,0.795260039499671,49.6487663492257,49.7668439638569,31.0317602979317,-0.0168791178928621,133.982756057297,0.970281124497992,0.29703528,0.046847943,0.572549045085907,0.334951460361481,0.141176477074623,0.00485436897724867,342.585264900662,259.531456953642,S1-LMX-1,LMX+
